Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy &#x0026; Technology: SMARTT","Sports Med Arthrosc Rehabil Ther Technol","","1758-2555","BioMed Central","101484554","v.4;2012","v.1;2009","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/848/
"Sports Medicine - Open","Sports Med Open","2199-1170","2198-9761","Springer","101662568","v.3;Dec 2017","v.1;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3051/
"SpringerPlus","Springerplus","","2193-1801","Springer-Verlag","101597967","v.5;2016","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Springerplus%22%5Bjournal%5D
"Standards in Genomic Sciences","Stand Genomic Sci","","1944-3277","BioMed Central","101530505","v.12;2017","v.1;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1427/
"Statistical Applications in Genetics and Molecular Biology","Stat Appl Genet Mol Biol","2194-6302","1544-6115","Berkeley Electronic Press","101176023","v.10(1);Jan 1, 2011","v.7;2008","","No"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stat+Appl+Genet+Mol+Biol%22%5Bjournal%5D
"Stem Cell Investigation","Stem Cell Investig","2306-9759","2313-0792","AME Publications","101672113","v.4;2017","v.1;2014","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2991/
"Stem Cell Reports","Stem Cell Reports","","2213-6711","Elsevier","101611300","v.8(5);May 9, 2017","v.1;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2182/
"Stem Cell Research &#x0026; Therapy","Stem Cell Res Ther","","1757-6512","BioMed Central","101527581","v.8;2017","v.1;2010","0 months or more","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1238/
"Stem Cells and Cloning : Advances and Applications","Stem Cells Cloning","","1178-6957","Dove Press","101535817","v.9;2016","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2175/
"Stem Cells and Development","Stem Cells Dev","1547-3287","1557-8534","Mary Ann Liebert, Inc.","101197107","v.26(10);May 15, 2017","v.17;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stem+Cells+Dev%22%5Bjournal%5D
"Stem Cells International","Stem Cells Int","1687-966X","1687-9678","Hindawi Publishing Corporation","101535822","v.2017;2017","v.2010;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1340/
"Stem Cells Translational Medicine","Stem Cells Transl Med","2157-6564","2157-6580","Wiley-Blackwell","101578022","v.5(12);Dec 2016","v.1;2012","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2027/
"Stereotactic and Functional Neurosurgery","Stereotact Funct Neurosurg","1011-6125","1423-0372","Karger Publishers","8902881","v.90(1);Feb 2012","v.86;2008","","No"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Stereotact+Funct+Neurosurg%22%5Bjournal%5D
"Strategies in Trauma and Limb Reconstruction","Strategies Trauma Limb Reconstr","1828-8936","1828-8928","Springer-Verlag","101299515","v.12(1);Apr 2017","v.1;2006","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/597/
"Stroke Research and Treatment","Stroke Res Treat","2090-8105","2042-0056","Hindawi Publishing Corporation","101529024","v.2017;2017","v.2010;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1288/
"Structural Dynamics","Struct Dyn","","2329-7778","American Institute of Physics","101660872","v.4(5);Sep 2017","v.1;2014","12 months","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2833/
"Studies in Mental Inefficiency","Stud Ment Ineffic","","","National Association for Mental Health","21020330R","v.5(4);Oct 15, 1924","v.1;1920","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/2472/
"Studies in Mycology","Stud Mycol","0166-0616","1872-9797","CBS Fungal Biodiversity Centre","8411984","v.88;Sep 2017","v.55;2006","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/510/
"Substance Abuse: Research and Treatment","Subst Abuse","","1178-2218","SAGE Publications","101514834","v.11;2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1861/
"Substance Abuse and Rehabilitation","Subst Abuse Rehabil","","1179-8467","Dove Press","101558476","v.8;2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2178/
"Substance Abuse Treatment, Prevention, and Policy","Subst Abuse Treat Prev Policy","","1747-597X","BioMed Central","101258060","v.12;2017","v.1;2006","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/398/
"Sudanese Journal of Paediatrics","Sudan J Paediatr","","0256-4408","Sudan Association of Paediatricians","101670175","v.16(2);2016","v.11;2011","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3052/
"Sultan Qaboos University Medical Journal","Sultan Qaboos Univ Med J","2075-051X","2075-0528","Sultan Qaboos University","101519915","v.17(1);Feb 2017","v.6;2006","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1460/
"Summit on Translational Bioinformatics","Summit Transl Bioinform","","2153-6430","American Medical Informatics Association","101528043","v.2010;2010","v.2008;2008","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/1348/
"Surgical Case Reports","Surg Case Rep","","2198-7793","Springer-Verlag","101662125","v.3;Dec 2017","v.1;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2806/
"Surgical Infections","Surg Infect (Larchmt)","1096-2964","1557-8674","Mary Ann Liebert, Inc.","9815642","v.18(3);Apr 1, 2017","v.9;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Surg+Infect+(Larchmt)%22%5Bjournal%5D
"Surgical Neurology International","Surg Neurol Int","2229-5097","2152-7806","Medknow Publications","101535836","v.8;2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1278/
"Surgery Research and Practice","Surg Res Pract","2356-7759","2356-6124","Hindawi Publishing Corporation","101628730","v.2017;2017","v.2014;2014","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2591/
"Systematic Biology","Syst Biol","1063-5157","1076-836X","Oxford University Press","9302532","v.66(1);Jan 2017","v.58;2009","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Syst+Biol%22%5Bjournal%5D
"Systematic Reviews","Syst Rev","","2046-4053","BioMed Central","101580575","v.6;2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1798/
"Systems and Synthetic Biology","Syst Synth Biol","1872-5325","1872-5333","Springer Science+Business Media B.V.","101300404","v.9(4);Dec 2015","v.1;2007","","Some"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/537/
"Tanaffos","Tanaffos","1735-0344","2345-3729","National Research Institute of Tuberculosis and Lung Disease","101308232","v.15(4);2016","v.10;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2523/
"Telemedicine Journal and e-Health","Telemed J E Health","1530-5627","1556-3669","Mary Ann Liebert, Inc.","100959949","v.23(5);May 1, 2017","v.14;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Telemed+J+E+Health%22%5Bjournal%5D
"Temperature: Multidisciplinary Biomedical Journal","Temperature (Austin)","2332-8940","2332-8959","Taylor &#x0026; Francis","101655855","v.4(1);2017","v.1;2014","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2791/
"Texas Heart Institute Journal","Tex Heart Inst J","0730-2347","1526-6702","Texas Heart Institute","8214622","v.44(2);Apr 2017","v.9;1982","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/92/
"Theoretical Biology &#x0026; Medical Modelling","Theor Biol Med Model","","1742-4682","BioMed Central","101224383","v.14;2017","v.1;2004","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/250/
"Therapeutic Advances in Chronic Disease","Ther Adv Chronic Dis","2040-6223","2040-6231","SAGE Publications","101532140","v.8(4-5);Apr 2017","v.1;2010","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1952/
"Therapeutic Advances in Drug Safety","Ther Adv Drug Saf","2042-0986","2042-0994","SAGE Publications","101549074","v.8(4);Apr 2017","v.1;2010","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2535/
"Therapeutic Advances in Endocrinology and Metabolism","Ther Adv Endocrinol Metab","2042-0188","2042-0196","SAGE Publications","101532143","v.8(4);Apr 2017","v.1;2010","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1899/
"Therapeutic Advances in Hematology","Ther Adv Hematol","2040-6207","2040-6215","SAGE Publications","101549589","v.8(6);Jun 2017","v.1;2010","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1994/
"Therapeutic Advances in Infectious Disease","Ther Adv Infect Dis","2049-9361","2049-937X","SAGE Publications","101606715","v.4(1);Jan 2017","v.1;2013","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2354/
"Therapeutic Advances in Medical Oncology","Ther Adv Med Oncol","1758-8340","1758-8359","SAGE Publications","101510808","v.9(5);May 2017","v.1;2009","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1560/
"Therapeutic Advances in Musculoskeletal Disease","Ther Adv Musculoskelet Dis","1759-720X","1759-7218","SAGE Publications","101517322","v.9(5);May 2017","v.1;2009","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1823/
"Therapeutic Advances in Neurological Disorders","Ther Adv Neurol Disord","1756-2856","1756-2864","SAGE Publications","101480242","v.10(5);May 2017","v.1;2008","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1353/
"Therapeutic Advances in Psychopharmacology","Ther Adv Psychopharmacol","2045-1253","2045-1261","SAGE Publications","101555693","v.7(5);May 2017","v.1;2011","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2161/
"Therapeutic Advances in Urology","Ther Adv Urol","1756-2872","1756-2880","SAGE Publications","101487328","v.9(3-4);Mar-Apr 2017","v.1;2009","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1553/
"Therapeutic Advances in Vaccines","Ther Adv Vaccines","2051-0136","2051-0144","SAGE Publications","101615493","v.5(2);Apr 2017","v.1;2013","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2352/
"Therapeutics and Clinical Risk Management","Ther Clin Risk Manag","1176-6336","1178-203X","Dove Press","101253281","v.13;2017","v.1;2005","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/370/
"Therapeutic Delivery","Ther Deliv","2041-5990","2041-6008","Future Science Group","101538870","v.7(12);Dec 2016","v.6;2015","12 months","No"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Ther+Deliv%22%5Bjournal%5D
"Therapeutic Hypothermia and Temperature Management","Ther Hypothermia Temp Manag","2153-7658","2153-7933","Mary Ann Liebert, Inc.","101543518","v.7(1);Mar 1, 2017","v.1;2011","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Ther+Hypothermia+Temp+Manag%22%5Bjournal%5D
"Theranostics","Theranostics","","1838-7640","Ivyspring International Publisher","101552395","v.7(6);2017","v.1;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1512/
"Therapeutic Advances in Gastroenterology","Therap Adv Gastroenterol","1756-283X","1756-2848","SAGE Publications","101478893","v.10(6);Jun 2017","v.1;2008","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1352/
"Thoracic Cancer","Thorac Cancer","1759-7706","1759-7714","Wiley-Blackwell","101531441","v.8(3);May 2017","v.5;2014","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2735/
"The Thoracic and Cardiovascular Surgeon Reports","Thorac Cardiovasc Surg Rep","2194-7635","2194-7643","Thieme Medical Publishers","101629509","v.6(1);Jan 2017","v.2;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2536/
"GMS Thoracic Surgical Science","Thorac Surg Sci","","1862-4006","German Medical Science","101238546","v.8;2011","v.1;2004","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/1205/
"Thorax","Thorax","0040-6376","1468-3296","BMJ Publishing Group","0417353","v.62(12);Dec 2007","v.1;1946","","No"," Full "," Now Select ",http://www.ncbi.nlm.nih.gov/pmc/journals/179/
"Thrombosis Journal","Thromb J","","1477-9560","BioMed Central","101170542","v.15;2017","v.1;2003","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/207/
"Thrombosis","Thrombosis","2090-1488","2090-1496","Hindawi Publishing Corporation","101566937","v.2017;2017","v.2010;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1636/
"Thyroid","Thyroid","1050-7256","1557-9077","Mary Ann Liebert, Inc.","9104317","v.27(5);May 1, 2017","v.18;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Thyroid%22%5Bjournal%5D
"Thyroid Research","Thyroid Res","","1756-6614","BioMed Central","101469037","v.10;2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/787/
"Tissue Barriers","Tissue Barriers","2168-8362","2168-8370","Taylor &#x0026; Francis","101601065","v.5(1);2017","v.1;2013","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2064/
"Tissue Engineering. Part A","Tissue Eng Part A","1937-3341","1937-335X","Mary Ann Liebert, Inc.","101466659","v.23(9-10);May 1, 2017","v.14;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Tissue+Eng+Part+A%22%5Bjournal%5D
"Tissue Engineering. Part B, Reviews","Tissue Eng Part B Rev","1937-3368","1937-3376","Mary Ann Liebert, Inc.","101466660","v.23(1);Feb 1, 2017","v.14;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Tissue+Eng+Part+B+Rev%22%5Bjournal%5D
"Tissue Engineering. Part C, Methods","Tissue Eng Part C Methods","1937-3384","1937-3392","Mary Ann Liebert, Inc.","101466663","v.23(5);May 1, 2017","v.14;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Tissue+Eng+Part+C+Methods%22%5Bjournal%5D
"Tobacco Control","Tob Control","0964-4563","1468-3318","BMJ Publishing Group","9209612","v.16(6);Dec 2007","v.1;1992","","No"," Full "," Now Select ",http://www.ncbi.nlm.nih.gov/pmc/journals/180/
"Tobacco Induced Diseases","Tob Induc Dis","2070-7266","1617-9625","BioMed Central","101201591","v.15;2017","v.1;2003","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/701/
"Tobacco Use Insights","Tob Use Insights","","1179-173X","SAGE Publications","101608659","v.9;2016","v.6;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2690/
"Topics in Spinal Cord Injury Rehabilitation","Top Spinal Cord Inj Rehabil","1082-0744","1945-5763","Thomas Land Publisher","9515174","v.23(1);Winter 2017","v.18;2012","12 months","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1995/
"Toxicology International","Toxicol Int","0971-6580","0976-5131","Medknow Publications","101191279","v.22(1);Jan-Apr 2015","v.17;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1330/
"Toxicological Research","Toxicol Res","1976-8257","2234-2753","Korean Society of Toxicology","101483324","v.33(2);Apr 2017","v.26;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2148/
"Toxicological Sciences","Toxicol Sci","1096-6080","1096-0929","Oxford University Press","9805461","v.157(2);Jun 2017","v.104;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Toxicol+Sci%22%5Bjournal%5D
"Toxins","Toxins (Basel)","","2072-6651","Multidisciplinary Digital Publishing Institute  (MDPI)","101530765","v.9(4);Apr 2017","v.1;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1577/
"Transactions of the American Climatological Association","Trans Am Climatol Assoc","1059-8685","","American Clinical and Climatological Association","101491229","v.29;1913","v.10;1893","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/919/
"Transactions of the Annual Meeting of the American Climatological Association","Trans Am Climatol Assoc Meet","","","American Clinical and Climatological Association","101491217","v.8;1891","v.1;1884","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/921/
"Transactions of the American Climatological and Clinical Association","Trans Am Climatol Clin Assoc","0743-3255","","American Clinical and Climatological Association","101491235","v.48;1932","v.30;1914","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/918/
"Transactions of the American Clinical and Climatological Association","Trans Am Clin Climatol Assoc","0065-7778","","American Clinical and Climatological Association","7507559","v.127;2016","v.49;1933","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/323/
"Transactions of the American Ophthalmological Society","Trans Am Ophthalmol Soc","0065-9533","1545-6110","American Ophthalmological Society","7506106","v.114;Aug 2016","v.1;1865","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/308/
"Transactions of the Royal Society of Tropical Medicine and Hygiene","Trans R Soc Trop Med Hyg","0035-9203","1878-3503","Oxford University Press","7506129","v.111(1);Jan 2017","v.107;2013","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Trans+R+Soc+Trop+Med+Hyg%22%5Bjournal%5D
"Transcription","Transcription","2154-1264","2154-1272","Taylor &#x0026; Francis","101530967","v.8(2);2017","v.1;2010","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1402/
"Transfusion Medicine and Hemotherapy","Transfus Med Hemother","1660-3796","1660-3818","Karger Publishers","101176417","v.44(2);Apr 2017","v.35;2008","12 months or less","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1263/
"Translational Andrology and Urology","Transl Androl Urol","","2223-4691","AME Publications","101581119","v.6(2);Apr 2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2883/
"Translational Behavioral Medicine","Transl Behav Med","1869-6716","1613-9860","Springer-Verlag","101554668","v.7(1);Mar 2017","v.1;2011","0 months or less","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2155/
