JournalTitle,MedAbbr,NlmId,ImpactFactor
Evaluation review,Eval Rev,8004942,0.838
Statistica Sinica,Stat Sin,101473244,0.838
Acta orthopaedica Belgica,Acta Orthop Belg,2985165R,0.837
Journal of business finance & accounting,J Bus Finance Account,101661769,0.837
Wiener klinische Wochenschrift,Wien Klin Wochenschr,21620870R,0.836
Kyklos : Jahrbuch des Instituts fur Geschichte der Medizin an der Universitat Leipzig,Kyklos,9429578,0.836
Journal of ambient intelligence and humanized computing,J Ambient Intell Humaniz Comput,101538212,0.835
Neotropical entomology,Neotrop Entomol,101189728,0.834
Advances in chromatography,Adv Chromatogr,0121020,0.833
Folia biologica,Folia Biol (Krakow),2984758R,0.833
Folia biologica,Folia Biol (Praha),0234640,0.833
Seminars in roentgenology,Semin Roentgenol,0053252,0.833
Advances in applied mathematics,Adv Appl Math,101517488,0.833
"In vivo (Athens, Greece)",In Vivo,8806809,0.832
Journal of food biochemistry,J Food Biochem,7706045,0.832
In vivo,In Vivo (Brooklyn),101543215,0.832
Journal of experimental nanoscience,J Exp Nanosci,101256507,0.832
Leprosy review,Lepr Rev,0243711,0.831
Pharmacognosy magazine,Pharmacogn Mag,101300403,0.831
Journal of dental education,J Dent Educ,8000150,0.83
History and theory,Hist Theory,100967859,0.83
Journal of minimal access surgery,J Minim Access Surg,101228183,0.83
European journal for philosophy of science,Eur J Philos Sci,101688243,0.829
Ultrastructural pathology,Ultrastruct Pathol,8002867,0.828
Heterocyclic communications,Heterocycl Comm,101515845,0.828
Science of computer programming,Sci Comput Program,101668811,0.828
Journal of the Optical Society of Korea,J Opt Soc Korea,101531166,0.827
Journal of experimental psychopathology,J Exp Psychopathol,101577782,0.827
IEEE spectrum,IEEE Spectr,9875800,0.827
Acta biotheoretica,Acta Biotheor,0421520,0.825
Indian journal of ophthalmology,Indian J Ophthalmol,0405376,0.825
Cardiology in the young,Cardiol Young,9200019,0.825
Indian journal of ophthalmology,Indian J Ophthalmol (Poona City),17540040R,0.825
International journal of psychiatry in medicine,Int J Psychiatry Med,0365646,0.824
Journal of the American Mosquito Control Association,J Am Mosq Control Assoc,8511299,0.824
Journal of Asia-Pacific entomology,J Asia Pac Entomol,100955517,0.824
Irish veterinary journal,Ir Vet J,0100762,0.824
Robotica,Robotica,101204399,0.824
Symbolic interaction,Symb Interact,101635583,0.824
Journal of economics & management strategy,J Econ Manag Strategy,9889171,0.823
Telecommunication systems,Telecommun Syst,101619670,0.822
Graphical models,Graph Models,101137122,0.821
Quintessence international,Quintessence Int (Berl),101281345,0.821
Herzogia,Herzogia,101570492,0.821
Mathematical modelling of natural phenomena,Math Model Nat Phenom,101512243,0.82
Research papers in education,Res Pap Educ,101688407,0.82
IEEE software,IEEE Softw,9881866,0.82
Journal of forecasting,J Forecast,101085389,0.818
Spatial economic analysis,Spat Econ Anal,101673147,0.818
Discrete & computational geometry,Discrete Comput Geom,101533553,0.816
Journal of aerospace engineering,J Aerosp Eng,100971605,0.815
Applicable analysis,Appl Anal,101091018,0.815
Chemistry of heterocyclic compounds,Chem Heterocycl Compd (N Y),0050006,0.815
Acta physiologica Hungarica,Acta Physiol Hung,8309201,0.814
Zoological science,Zoolog Sci,8702287,0.814
Human organization,Hum Organ,0412703,0.814
Food biotechnology,Food Biotechnol,8802223,0.814
Central European journal of biology,Cent Eur J Biol,101314734,0.814
Actas espanolas de psiquiatria,Actas Esp Psiquiatr,100886502,0.813
International labour review,Int Labour Rev,9877781,0.812
Environment and history,Environ Hist Camb,101505513,0.811
Lifetime data analysis,Lifetime Data Anal,9516348,0.81
"Quest (Grand Rapids, Mich.)",Quest,100971523,0.809
Zeitschrift fur Soziologie,Z Soziol,101085232,0.809
Journal of thermal science and engineering applications,J Therm Sci Eng Appl,101595867,0.809
Indian journal of pediatrics,Indian J Pediatr,0417442,0.808
Biocybernetics and biomedical engineering,Biocybern Biomed Eng,8212385,0.808
Children & society,Child Soc,101661740,0.808
Der Nervenarzt,Nervenarzt,0400773,0.806
Avian biology research,Avian Biol Res,101608630,0.806
Theoretical medicine and bioethics,Theor Med Bioeth,9805378,0.804
Journal of oral science,J Oral Sci,9808942,0.804
Journal of transportation engineering,J Transp Eng,101560934,0.801
Pediatric dentistry,Pediatr Dent,7909102,0.8
Social work in health care,Soc Work Health Care,7603729,0.8
Gastroenterologia y hepatologia,Gastroenterol Hepatol,8406671,0.8
Police quarterly,Police Q,101686341,0.8
Thoracic cancer,Thorac Cancer,101531441,0.799
Journal of community psychology,J Community Psychol,0367033,0.797
Journal of mechanics in medicine and biology,J Mech Med Biol,101134377,0.797
"Microbiology (Reading, England)",Microbiology,9430468,0.796
Socio-economic planning sciences,Socioecon Plann Sci,9877811,0.796
International journal of social welfare,Int J Soc Welf,100885360,0.795
Algorithmica,Algorithmica,101595914,0.795
Journal of dental sciences,J Dent Sci,101293181,0.795
Foot and ankle clinics,Foot Ankle Clin,9615073,0.794
Quantitative finance,Quant Finance,101675436,0.794
Journal of the American Animal Hospital Association,J Am Anim Hosp Assoc,0415027,0.793
Bulletin of the Korean Chemical Society,Bull Korean Chem Soc,101598194,0.793
Hepato-gastroenterology,Hepatogastroenterology,8007849,0.792
Journal of integrative neuroscience,J Integr Neurosci,101156357,0.791
International journal of dental hygiene,Int J Dent Hyg,101168070,0.791
Journal of plastic surgery and hand surgery,J Plast Surg Hand Surg,101534130,0.791
Ultrasound quarterly,Ultrasound Q,8809459,0.79
Journal of computing and information science in engineering,J Comput Inf Sci Eng,101629425,0.79
Violence and victims,Violence Vict,8916436,0.788
Texas Heart Institute journal,Tex Heart Inst J,8214622,0.788
New directions for child and adolescent development,New Dir Child Adolesc Dev,100886823,0.788
Southern economic journal,South Econ J,9877794,0.788
Advances in applied mathematics and mechanics,Adv Appl Math Mech,101612396,0.788
International journal of paleopathology,Int J Paleopathol,101562474,0.788
Journal of low temperature physics,J Low Temp Phys,101137071,0.787
Journal of music therapy,J Music Ther,0014162,0.786
Harvard educational review,Harv Educ Rev,9876095,0.786
Journal of convex analysis,J Convex Anal,101520287,0.786
Journal of bioinformatics and computational biology,J Bioinform Comput Biol,101187344,0.785
Journal of agromedicine,J Agromedicine,9421530,0.784
Expositiones mathematicae,Expo Math,101253570,0.784
Journal of phase equilibria and diffusion,J Phase Equilibria Diffus,101683918,0.784
Journal of cardiac surgery,J Card Surg,8908809,0.783
Anales del sistema sanitario de Navarra,An Sist Sanit Navar,9710381,0.783
Rural and remote health,Rural Remote Health,101174860,0.783
International journal of surgical pathology,Int J Surg Pathol,9314927,0.782
Vascular and endovascular surgery,Vasc Endovascular Surg,101136421,0.782
Methodology and computing in applied probability,Methodol Comput Appl Probab,101534639,0.782
Journal of linguistics,J Linguist,101574580,0.781
International journal of occupational medicine and environmental health,Int J Occup Med Environ Health,9437093,0.78
Sociological inquiry,Sociol Inq,9876642,0.78
Acupuncture & electro-therapeutics research,Acupunct Electrother Res,7610364,0.778
Journal of cancer research and therapeutics,J Cancer Res Ther,101249598,0.777
Therapie,Therapie,0420544,0.776
Journal of sports economics,J Sports Econom,101555106,0.774
Financial management,Financ Manage,9877773,0.774
Comparative studies in society and history,Comp Stud Soc Hist,100967245,0.773
Stanford journal of international law,Stanford J Int Law,100973226,0.773
International journal of computational fluid dynamics,Int J Comut Fluid Dyn,101515827,0.772
Sexuality and disability,Sex Disabil,7806148,0.771
Journal of new music research,J New Music Res,101697612,0.771
Current bioinformatics,Curr Bioinform,101272515,0.77
Journal of human kinetics,J Hum Kinet,101513031,0.77
Ethnicities,Ethnicities,101604424,0.77
Postepy higieny i medycyny doswiadczalnej,Postepy Hig Med Dosw,0421052,0.769
Zeitschrift fur Gerontologie und Geriatrie,Z Gerontol Geriatr,9506215,0.769
Environmental and ecological statistics,Environ Ecol Stat,101281613,0.769
Criminology & public policy,Criminol Public Policy,101135701,0.769
Clinical lipidology,Clin Lipidol,101502551,0.769
Phonology,Phonology,101304023,0.769
European journal of integrative medicine,Eur J Integr Med,101518381,0.769
International journal of qualitative methods,Int J Qual Methods,101213922,0.769
Minds and machines,Minds Mach (Dordr),101668779,0.769
Social epistemology,Soc Epistemol,101688381,0.769
Annals of the Institute of Statistical Mathematics,Ann Inst Stat Math,101509177,0.768
Community dental health,Community Dent Health,8411261,0.767
Journal of family violence,J Fam Violence,8704564,0.767
Acta of bioengineering and biomechanics,Acta Bioeng Biomech,101194794,0.767
Language variation and change,Lang Var Change,101516627,0.767
International journal of forensic mental health,Int J Forensic Ment Health,101155398,0.767
New Zealand geographer,N Z Geog,100969251,0.765
Ethnos,Ethnos,1261472,0.765
IET systems biology,IET Syst Biol,101301198,0.764
Rivista di psichiatria,Riv Psichiatr,0425672,0.763
Powder diffraction,Powder Diffr,101607252,0.763
Indian journal of pharmaceutical sciences,Indian J Pharm Sci,7809431,0.762
Journal of contemporary criminal justice,J Contemp Crim Justice,101314391,0.761
Primary care,Prim Care,0430463,0.76
Revista clinica espanola,Rev Clin Esp,8608576,0.76
Spatial cognition and computation,Spat Cogn Comput,101183747,0.76
Acta neuropsychiatrica,Acta Neuropsychiatr,9612501,0.76
Frontiers of earth science,Front Earth Sci,101597065,0.76
Revista clinica espanola,Rev Clin Esp (Barc),101632437,0.76
Australian family physician,Aust Fam Physician,0326701,0.759
IEEE instrumentation & measurement magazine,IEEE Instrum Meas Mag,100971531,0.759
Journal of pension economics & finance,J Pension Econ Financ,101560254,0.758
Asian-Australasian journal of animal sciences,Asian-Australas J Anim Sci,9884245,0.756
Journal de mycologie medicale,J Mycol Med,9425651,0.756
Letters in organic chemistry,Lett Org Chem,101207321,0.756
Digest Journal of Nanomaterials and Biostructures,Dig J Nanomater Biostruct,101632852,0.756
Clinical journal of oncology nursing,Clin J Oncol Nurs,9705336,0.755
Journal of food quality,J Food Qual,7800046,0.755
Annales zoologici Fennici,Ann Zool Fennici,9890082,0.753
Journal of evolutionary economics,J Evol Econ,101697791,0.753
Minerva cardioangiologica,Minerva Cardioangiol,0400725,0.752
Social science quarterly,Soc Sci Q,9882225,0.752
Herz,Herz,7801231,0.751
Administration in social work,Adm Soc Work,7800009,0.75
Journal of Latin American studies,J Lat Am Stud,100968792,0.75
Theory and decision,Theory Decis,100972695,0.75
Polish journal of microbiology,Pol J Microbiol,101229003,0.75
International journal of antennas and propagation,Int J Antennas Propag,101525827,0.75
Journal of statistical computation and simulation,J Stat Comput Simul,9880627,0.749
Hemoglobin,Hemoglobin,7705865,0.747
Neurologia i neurochirurgia polska,Neurol Neurochir Pol,0101265,0.747
Teachers College record,Teach Coll Rec,100970597,0.746
Journal of food process engineering,J Food Process Eng,101148874,0.745
CESifo economic studies,CESifo Econ Stud,101635775,0.745
Genetics research,Genet Res (Camb),101550220,0.743
Optik,Optik (Stuttg),0401017,0.742
Journal of medical biochemistry,J Med Biochem,101315490,0.742
African studies review,Afr Stud Rev,100967994,0.741
Macroeconomic dynamics,Macroecon Dyn,101524768,0.741
Ethics and information technology,Ethics Inf Technol,101248311,0.739
Annual review of applied linguistics,Annu Rev Appl Linguist,101508597,0.739
Journal of carbohydrate chemistry,J Carbohydr Chem,8218151,0.738
Journal of adult development,J Adult Dev,9418453,0.738
Hispanic journal of behavioral sciences,Hisp J Behav Sci,9426485,0.737
Urology journal,Urol J,101286676,0.737
Electronic journal of statistics,Electron J Stat,101480209,0.736
Acta botanica Croatica,Acta Bot Croat,101578095,0.734
Electronic journal of qualitative theory of differential equations,Electron J Qual Theory Differ Equ,101623511,0.732
Cliometrica,Cliometrica (Berl),101620367,0.731
Brazilian journal of otorhinolaryngology,Braz J Otorhinolaryngol,101207337,0.73
Journal of equine veterinary science,J Equine Vet Sci,8216840,0.73
Annals of surgical treatment and research,Ann Surg Treat Res,101622895,0.73
Journal of research of the National Institute of Standards and Technology,J Res Natl Inst Stand Technol,8912688,0.729
Journal of statistical planning and inference,J Stat Plan Inference,101250629,0.727
International journal of nursing knowledge,Int J Nurs Knowl,101582422,0.727
Israel journal of ecology & evolution,Isr J Ecol Evol,101306669,0.727
Journal of psychosocial nursing and mental health services,J Psychosoc Nurs Ment Health Serv,8200911,0.725
Microgravity science and technology,Microgravity Sci Technol,100971602,0.725
Anthrozoos,Anthrozoos,9426443,0.725
Canadian journal of physics,Can J Phys,0372711,0.724
Australian psychologist,Aust Psychol,0332637,0.724
Studia logica,Stud Log,101647441,0.724
Synthese,Synthese,100970604,0.723
Micro & nano letters,Micro Nano Lett,101284724,0.723
Journal of psycholinguistic research,J Psycholinguist Res,0333506,0.722
Journal of mental health research in intellectual disabilities,J Ment Health Res Intellect Disabil,101312516,0.722
Computational intelligence,Comput Intell,101595090,0.722
Journal of the Mexican Chemical Society,J Mex Chem Soc,101616224,0.722
Acta informatica,Acta Inform,9889990,0.722
Journal of visualization,J Vis (Tokyo),101207301,0.72
Biologia,Biologia (Bratisl),0370624,0.719
Studies in history and philosophy of science,Stud Hist Philos Sci,1250602,0.719
"Geography (Sheffield, England)",Geography,100967576,0.719
Political theory,Polit Theory,100969874,0.719
Polish journal of veterinary sciences,Pol J Vet Sci,101125473,0.719
"Biologia (Lahore, Pakistan)",Biologia,101091586,0.719
